,v1,v2,latitude,longitude,degradation_state
568,23-014556,15-1-08980,-10.088,139.741,
569,23-016529,15-1-08982,-10.23,139.221,
570,23-016800,15-1-08979,-10.271,139.639,
571,23-012649,15-1-08976,-10.457,139.888,
572,23-003038,15-1-08975,-10.538,139.98,4
573,23-012683,15-1-08978,-10.542,139.406,
574,23-010115,15-1-08977,-10.594,139.715,
575,23-016040,15-1-08985,-10.674,139.186,
576,23-012551,15-4-06269,-10.712,139.106,
577,23-013872,15-1-08986,-10.774,139.126,
578,23-006259,15-1-08992,-10.848,139.342,
579,23-002648,15-1-08993,-10.884,139.321,3
580,23-005388,15-1-08991,-10.935,139.413,
581,23-008910,15-4-05863,-10.047,139.471,
582,23-017350,15-1-08981,-10.076,139.512,
583,23-014556,15-1-08980,-10.088,139.741,
584,23-016529,15-1-08982,-10.23,139.221,
585,23-016800,15-1-08979,-10.271,139.639,
586,23-012649,15-1-08976,-10.457,139.888,
587,23-003038,15-1-08975,-10.538,139.98,4
588,23-012683,15-1-08978,-10.542,139.406,
589,23-010115,15-1-08977,-10.594,139.715,
590,23-016040,15-1-08985,-10.674,139.186,
591,23-012551,15-4-06269,-10.712,139.106,
592,23-013872,15-1-08986,-10.774,139.126,
593,23-006259,15-1-08992,-10.848,139.342,
594,23-002648,15-1-08993,-10.884,139.321,3
595,23-005388,15-1-08991,-10.935,139.413,
596,23-009811,15-1-08960,-10.242,140.448,
597,23-001196,15-1-08954,-10.302,140.996,1
598,23-004085,15-1-08962,-10.505,140.231,
599,23-015368,15-1-08963,-10.518,140.319,
600,23-011545,15-1-08955,-10.607,140.982,
601,23-015315,15-4-06272,-10.65,140.572,
602,23-003965,15-1-08957,-10.688,140.742,4
603,23-011163,15-1-08956,-10.741,140.848,
604,23-004057,15-1-08958,-10.842,140.724,
605,23-003608,15-1-08965,-10.916,140.106,4
606,23-015080,15-1-08974,-10.98,140.414,
607,23-009811,15-1-08960,-10.242,140.448,
608,23-001196,15-1-08954,-10.302,140.996,1
609,23-004085,15-1-08962,-10.505,140.231,
610,23-015368,15-1-08963,-10.518,140.319,
611,23-011545,15-1-08955,-10.607,140.982,
612,23-015315,15-4-06272,-10.65,140.572,
613,23-003965,15-1-08957,-10.688,140.742,4
614,23-011163,15-1-08956,-10.741,140.848,
615,23-004057,15-1-08958,-10.842,140.724,
616,23-003608,15-1-08965,-10.916,140.106,4
617,23-015080,15-1-08974,-10.98,140.414,
618,23-009811,15-1-08960,-10.242,140.448,
619,23-001196,15-1-08954,-10.302,140.996,1
620,23-004085,15-1-08962,-10.505,140.231,
621,23-015368,15-1-08963,-10.518,140.319,
622,23-011545,15-1-08955,-10.607,140.982,
623,23-015315,15-4-06272,-10.65,140.572,
624,23-003965,15-1-08957,-10.688,140.742,4
625,23-011163,15-1-08956,-10.741,140.848,
626,23-004057,15-1-08958,-10.842,140.724,
627,23-003608,15-1-08965,-10.916,140.106,4
628,23-015080,15-1-08974,-10.98,140.414,
629,23-009811,15-1-08960,-10.242,140.448,
630,23-001196,15-1-08954,-10.302,140.996,1
631,23-004085,15-1-08962,-10.505,140.231,
632,23-015368,15-1-08963,-10.518,140.319,
633,23-011545,15-1-08955,-10.607,140.982,
634,23-015315,15-4-06272,-10.65,140.572,
635,23-003965,15-1-08957,-10.688,140.742,4
636,23-011163,15-1-08956,-10.741,140.848,
637,23-004057,15-1-08958,-10.842,140.724,
638,23-003608,15-1-08965,-10.916,140.106,4
639,23-015080,15-1-08974,-10.98,140.414,
640,23-014333,15-4-28894,-10.117,141.311,
641,23-012676,15-4-28893,-10.134,141.313,
642,23-007105,15-4-05855,-10.152,141.366,
643,23-012019,15-4-28892,-10.148,141.327,
644,23-009470,15-4-05854,-10.201,141.46,
645,23-009829,15-4-27436,-10.258,141.35,
646,23-015205,15-1-08939,-10.35,141.622,
647,23-014141,15-4-05852,-10.434,141.629,
648,23-015670,15-4-05853,-10.47,141.541,
649,23-014797,,-10.512,141.04,#N/A
650,23-014384,15-1-08943,-10.61,141.429,
651,23-008109,15-1-08941,-10.73,141.575,
652,23-007039,15-1-08942,-10.736,141.725,
653,23-004088,15-1-08937,-10.758,141.822,
654,23-009256,15-4-06278,-10.777,141.695,
655,23-007495,15-1-08944,-10.782,141.391,
656,23-005959,15-1-08949,-10.813,141.119,
657,23-007778,15-1-08945,-10.825,141.6,
658,23-008615,15-1-08946,-10.911,141.706,
659,23-012316,15-1-08952,-10.927,141.226,
660,23-014333,15-4-28894,-10.117,141.311,
661,23-012676,15-4-28893,-10.134,141.313,
662,23-007105,15-4-05855,-10.152,141.366,
663,23-012019,15-4-28892,-10.148,141.327,
664,23-009470,15-4-05854,-10.201,141.46,
665,23-009829,15-4-27436,-10.258,141.35,
666,23-015205,15-1-08939,-10.35,141.622,
667,23-014141,15-4-05852,-10.434,141.629,
668,23-015670,15-4-05853,-10.47,141.541,
669,23-014797,,-10.512,141.04,#N/A
670,23-014384,15-1-08943,-10.61,141.429,
671,23-008109,15-1-08941,-10.73,141.575,
672,23-007039,15-1-08942,-10.736,141.725,
673,23-004088,15-1-08937,-10.758,141.822,
674,23-009256,15-4-06278,-10.777,141.695,
675,23-007495,15-1-08944,-10.782,141.391,
676,23-005959,15-1-08949,-10.813,141.119,
677,23-007778,15-1-08945,-10.825,141.6,
678,23-008615,15-1-08946,-10.911,141.706,
679,23-012316,15-1-08952,-10.927,141.226,
680,23-014333,15-4-28894,-10.117,141.311,
681,23-012676,15-4-28893,-10.134,141.313,
682,23-007105,15-4-05855,-10.152,141.366,
683,23-012019,15-4-28892,-10.148,141.327,
684,23-009470,15-4-05854,-10.201,141.46,
685,23-009829,15-4-27436,-10.258,141.35,
686,23-015205,15-1-08939,-10.35,141.622,
687,23-014141,15-4-05852,-10.434,141.629,
688,23-015670,15-4-05853,-10.47,141.541,
689,23-014797,,-10.512,141.04,#N/A
690,23-014384,15-1-08943,-10.61,141.429,
691,23-008109,15-1-08941,-10.73,141.575,
692,23-007039,15-1-08942,-10.736,141.725,
693,23-004088,15-1-08937,-10.758,141.822,
694,23-009256,15-4-06278,-10.777,141.695,
695,23-007495,15-1-08944,-10.782,141.391,
696,23-005959,15-1-08949,-10.813,141.119,
697,23-007778,15-1-08945,-10.825,141.6,
698,23-008615,15-1-08946,-10.911,141.706,
699,23-012316,15-1-08952,-10.927,141.226,
700,23-014333,15-4-28894,-10.117,141.311,
701,23-012676,15-4-28893,-10.134,141.313,
702,23-007105,15-4-05855,-10.152,141.366,
703,23-012019,15-4-28892,-10.148,141.327,
704,23-009470,15-4-05854,-10.201,141.46,
705,23-009829,15-4-27436,-10.258,141.35,
706,23-015205,15-1-08939,-10.35,141.622,
707,23-014141,15-4-05852,-10.434,141.629,
708,23-015670,15-4-05853,-10.47,141.541,
709,23-014797,,-10.512,141.04,#N/A
710,23-014384,15-1-08943,-10.61,141.429,
711,23-008109,15-1-08941,-10.73,141.575,
712,23-007039,15-1-08942,-10.736,141.725,
713,23-004088,15-1-08937,-10.758,141.822,
714,23-009256,15-4-06278,-10.777,141.695,
715,23-007495,15-1-08944,-10.782,141.391,
716,23-005959,15-1-08949,-10.813,141.119,
717,23-007778,15-1-08945,-10.825,141.6,
718,23-008615,15-1-08946,-10.911,141.706,
719,23-012316,15-1-08952,-10.927,141.226,
720,23-001096,15-1-08905,-10.106,142.93,1
721,23-005409,15-1-07863,-10.111,142.057,
722,23-004162,15-1-08929,-10.153,142.482,
723,23-000380,15-1-08932,-10.254,142.355,1
724,23-007492,15-1-08930,-10.213,142.235,
725,23-014876,15-1-08951,-10.252,142.092,
726,23-015469,15-1-08927,-10.261,142.596,
727,23-004209,15-1-08904,-10.372,142.885,
728,23-011153,15-1-08928,-10.376,142.582,
729,23-008853,15-1-08908,-10.431,142.695,
730,23-002567,15-1-08909,-10.617,142.631,1
731,23-002021,15-1-08934,-10.734,142.21,1
732,23-010374,15-1-08935,-10.731,142.066,
733,23-001035,15-1-08936,-10.741,142.021,1
734,23-007119,15-1-08901,-10.748,142.786,
735,23-011134,15-1-08900,-10.866,142.744,
736,23-005352,15-1-08915,-10.87,142.37,
737,23-003880,15-1-08910,-10.891,142.893,1
738,23-001796,15-1-08916,-10.946,142.423,1
739,23-001096,15-1-08905,-10.106,142.93,1
740,23-005409,15-1-07863,-10.111,142.057,
741,23-004162,15-1-08929,-10.153,142.482,
742,23-000380,15-1-08932,-10.254,142.355,1
743,23-007492,15-1-08930,-10.213,142.235,
744,23-014876,15-1-08951,-10.252,142.092,
745,23-015469,15-1-08927,-10.261,142.596,
746,23-004209,15-1-08904,-10.372,142.885,
747,23-011153,15-1-08928,-10.376,142.582,
748,23-008853,15-1-08908,-10.431,142.695,
749,23-002567,15-1-08909,-10.617,142.631,1
750,23-002021,15-1-08934,-10.734,142.21,1
751,23-010374,15-1-08935,-10.731,142.066,
752,23-001035,15-1-08936,-10.741,142.021,1
753,23-007119,15-1-08901,-10.748,142.786,
754,23-011134,15-1-08900,-10.866,142.744,
755,23-005352,15-1-08915,-10.87,142.37,
756,23-003880,15-1-08910,-10.891,142.893,1
757,23-001796,15-1-08916,-10.946,142.423,1
758,23-001096,15-1-08905,-10.106,142.93,1
759,23-005409,15-1-07863,-10.111,142.057,
760,23-004162,15-1-08929,-10.153,142.482,
761,23-000380,15-1-08932,-10.254,142.355,1
762,23-007492,15-1-08930,-10.213,142.235,
763,23-014876,15-1-08951,-10.252,142.092,
764,23-015469,15-1-08927,-10.261,142.596,
765,23-004209,15-1-08904,-10.372,142.885,
766,23-011153,15-1-08928,-10.376,142.582,
767,23-008853,15-1-08908,-10.431,142.695,
768,23-002567,15-1-08909,-10.617,142.631,1
769,23-002021,15-1-08934,-10.734,142.21,1
770,23-010374,15-1-08935,-10.731,142.066,
771,23-001035,15-1-08936,-10.741,142.021,1
772,23-007119,15-1-08901,-10.748,142.786,
773,23-011134,15-1-08900,-10.866,142.744,
774,23-005352,15-1-08915,-10.87,142.37,
775,23-003880,15-1-08910,-10.891,142.893,1
776,23-001796,15-1-08916,-10.946,142.423,1
777,23-001096,15-1-08905,-10.106,142.93,1
778,23-005409,15-1-07863,-10.111,142.057,
779,23-004162,15-1-08929,-10.153,142.482,
780,23-000380,15-1-08932,-10.254,142.355,1
781,23-007492,15-1-08930,-10.213,142.235,
782,23-014876,15-1-08951,-10.252,142.092,
783,23-015469,15-1-08927,-10.261,142.596,
784,23-004209,15-1-08904,-10.372,142.885,
785,23-011153,15-1-08928,-10.376,142.582,
786,23-008853,15-1-08908,-10.431,142.695,
787,23-002567,15-1-08909,-10.617,142.631,1
788,23-002021,15-1-08934,-10.734,142.21,1
789,23-010374,15-1-08935,-10.731,142.066,
790,23-001035,15-1-08936,-10.741,142.021,1
791,23-007119,15-1-08901,-10.748,142.786,
792,23-011134,15-1-08900,-10.866,142.744,
793,23-005352,15-1-08915,-10.87,142.37,
794,23-003880,15-1-08910,-10.891,142.893,1
795,23-001796,15-1-08916,-10.946,142.423,1
796,23-011544,15-1-08880,-10.036,143.366,
797,23-013211,,-10.055,143.136,#N/A
798,23-013562,15-1-08877,-10.116,143.879,
799,23-004288,15-1-08879,-10.123,143.469,
800,23-011078,15-1-08878,-10.145,143.653,
801,23-017432,15-4-05845,-10.166,143.873,
802,23-014823,15-4-05849,-10.287,143.415,
803,23-001967,15-1-08881,-10.591,143.612,3
804,23-009308,,-10.588,143.049,#N/A
805,23-013344,15-4-27438,-10.596,143.064,
806,23-014019,15-4-06283,-10.684,143.626,
807,23-002302,15-1-08882,-10.721,143.49,1
808,23-017340,15-1-08902,-10.721,143.126,
809,23-002638,15-1-08897,-10.748,143.026,1
810,23-006335,15-1-08883,-10.781,143.542,
811,23-002624,15-1-08884,-10.912,143.617,4
812,23-017077,15-4-06284,-10.935,143.696,
813,23-011544,15-1-08880,-10.036,143.366,
814,23-013211,,-10.055,143.136,#N/A
815,23-013562,15-1-08877,-10.116,143.879,
816,23-004288,15-1-08879,-10.123,143.469,
817,23-011078,15-1-08878,-10.145,143.653,
818,23-017432,15-4-05845,-10.166,143.873,
819,23-014823,15-4-05849,-10.287,143.415,
820,23-001967,15-1-08881,-10.591,143.612,3
821,23-009308,,-10.588,143.049,#N/A
822,23-013344,15-4-27438,-10.596,143.064,
823,23-014019,15-4-06283,-10.684,143.626,
824,23-002302,15-1-08882,-10.721,143.49,1
825,23-017340,15-1-08902,-10.721,143.126,
826,23-002638,15-1-08897,-10.748,143.026,1
827,23-006335,15-1-08883,-10.781,143.542,
828,23-002624,15-1-08884,-10.912,143.617,4
829,23-017077,15-4-06284,-10.935,143.696,
830,23-011544,15-1-08880,-10.036,143.366,
831,23-013211,,-10.055,143.136,#N/A
832,23-013562,15-1-08877,-10.116,143.879,
833,23-004288,15-1-08879,-10.123,143.469,
834,23-011078,15-1-08878,-10.145,143.653,
835,23-017432,15-4-05845,-10.166,143.873,
836,23-014823,15-4-05849,-10.287,143.415,
837,23-001967,15-1-08881,-10.591,143.612,3
838,23-009308,,-10.588,143.049,#N/A
839,23-013344,15-4-27438,-10.596,143.064,
840,23-014019,15-4-06283,-10.684,143.626,
841,23-002302,15-1-08882,-10.721,143.49,1
842,23-017340,15-1-08902,-10.721,143.126,
843,23-002638,15-1-08897,-10.748,143.026,1
844,23-006335,15-1-08883,-10.781,143.542,
845,23-002624,15-1-08884,-10.912,143.617,4
846,23-017077,15-4-06284,-10.935,143.696,
847,23-011544,15-1-08880,-10.036,143.366,
848,23-013211,,-10.055,143.136,#N/A
849,23-013562,15-1-08877,-10.116,143.879,
850,23-004288,15-1-08879,-10.123,143.469,
851,23-011078,15-1-08878,-10.145,143.653,
852,23-017432,15-4-05845,-10.166,143.873,
853,23-014823,15-4-05849,-10.287,143.415,
854,23-001967,15-1-08881,-10.591,143.612,3
855,23-009308,,-10.588,143.049,#N/A
856,23-013344,15-4-27438,-10.596,143.064,
857,23-014019,15-4-06283,-10.684,143.626,
858,23-002302,15-1-08882,-10.721,143.49,1
859,23-017340,15-1-08902,-10.721,143.126,
860,23-002638,15-1-08897,-10.748,143.026,1
861,23-006335,15-1-08883,-10.781,143.542,
862,23-002624,15-1-08884,-10.912,143.617,4
863,23-017077,15-4-06284,-10.935,143.696,
864,23-009478,15-1-08864,-10.089,144.794,
865,23-004250,15-1-08874,-10.22,144.321,
866,23-001738,15-1-08875,-10.284,144.196,3
867,23-016025,15-1-08876,-10.273,144.011,
868,23-003725,15-1-08863,-10.321,144.993,3
869,23-016246,15-1-08866,-10.349,144.6,
870,23-006340,15-1-08885,-10.429,144.107,
871,23-008737,15-1-08871,-10.489,144.582,
872,23-001497,15-1-08886,-10.525,144.173,1
873,23-008716,15-1-08856,-10.553,144.899,
874,23-017578,15-1-08873,-10.562,144.869,
875,23-005292,15-1-08887,-10.619,144.117,
876,23-002039,15-1-08859,-10.649,144.625,3
877,23-014360,15-1-08872,-10.761,144.323,
878,23-014522,15-1-08858,-10.805,144.813,
879,23-009478,15-1-08864,-10.089,144.794,
880,23-004250,15-1-08874,-10.22,144.321,
881,23-001738,15-1-08875,-10.284,144.196,3
882,23-016025,15-1-08876,-10.273,144.011,
883,23-003725,15-1-08863,-10.321,144.993,3
884,23-016246,15-1-08866,-10.349,144.6,
885,23-006340,15-1-08885,-10.429,144.107,
886,23-008737,15-1-08871,-10.489,144.582,
887,23-001497,15-1-08886,-10.525,144.173,1
888,23-008716,15-1-08856,-10.553,144.899,
889,23-017578,15-1-08873,-10.562,144.869,
890,23-005292,15-1-08887,-10.619,144.117,
891,23-002039,15-1-08859,-10.649,144.625,3
892,23-014360,15-1-08872,-10.761,144.323,
893,23-014522,15-1-08858,-10.805,144.813,
894,23-009478,15-1-08864,-10.089,144.794,
895,23-004250,15-1-08874,-10.22,144.321,
896,23-001738,15-1-08875,-10.284,144.196,3
897,23-016025,15-1-08876,-10.273,144.011,
898,23-003725,15-1-08863,-10.321,144.993,3
899,23-016246,15-1-08866,-10.349,144.6,
900,23-006340,15-1-08885,-10.429,144.107,
901,23-008737,15-1-08871,-10.489,144.582,
902,23-001497,15-1-08886,-10.525,144.173,1
903,23-008716,15-1-08856,-10.553,144.899,
904,23-017578,15-1-08873,-10.562,144.869,
905,23-005292,15-1-08887,-10.619,144.117,
906,23-002039,15-1-08859,-10.649,144.625,3
907,23-014360,15-1-08872,-10.761,144.323,
908,23-014522,15-1-08858,-10.805,144.813,
909,23-009478,15-1-08864,-10.089,144.794,
910,23-004250,15-1-08874,-10.22,144.321,
911,23-001738,15-1-08875,-10.284,144.196,3
912,23-016025,15-1-08876,-10.273,144.011,
913,23-003725,15-1-08863,-10.321,144.993,3
914,23-016246,15-1-08866,-10.349,144.6,
915,23-006340,15-1-08885,-10.429,144.107,
916,23-008737,15-1-08871,-10.489,144.582,
917,23-001497,15-1-08886,-10.525,144.173,1
918,23-008716,15-1-08856,-10.553,144.899,
919,23-017578,15-1-08873,-10.562,144.869,
920,23-005292,15-1-08887,-10.619,144.117,
921,23-002039,15-1-08859,-10.649,144.625,3
922,23-014360,15-1-08872,-10.761,144.323,
923,23-014522,15-1-08858,-10.805,144.813,
924,23-005140,15-1-08836,-10.011,145.833,
925,23-004273,15-1-08837,-10.019,145.542,
926,23-005221,15-1-08862,-10.033,145.106,
927,23-016775,15-1-08860,-10.226,145.298,
928,23-012764,15-4-06286,-10.357,145.835,
929,23-014565,15-4-06287,-10.387,145.89,
930,23-008106,15-1-08855,-10.575,145.374,
931,23-016382,15-1-08854,-10.643,145.307,
932,23-007927,15-1-08840,-10.732,145.535,
933,23-009345,15-1-08839,-10.774,145.536,
934,23-000435,15-1-08838,-10.789,145.816,2
935,23-006192,15-1-08848,-10.871,145.022,
936,23-005140,15-1-08836,-10.011,145.833,
937,23-004273,15-1-08837,-10.019,145.542,
938,23-005221,15-1-08862,-10.033,145.106,
939,23-016775,15-1-08860,-10.226,145.298,
940,23-012764,15-4-06286,-10.357,145.835,
941,23-014565,15-4-06287,-10.387,145.89,
942,23-008106,15-1-08855,-10.575,145.374,
943,23-016382,15-1-08854,-10.643,145.307,
944,23-007927,15-1-08840,-10.732,145.535,
945,23-009345,15-1-08839,-10.774,145.536,
946,23-000435,15-1-08838,-10.789,145.816,2
947,23-006192,15-1-08848,-10.871,145.022,
948,23-005140,15-1-08836,-10.011,145.833,
949,23-004273,15-1-08837,-10.019,145.542,
950,23-005221,15-1-08862,-10.033,145.106,
951,23-016775,15-1-08860,-10.226,145.298,
952,23-012764,15-4-06286,-10.357,145.835,
953,23-014565,15-4-06287,-10.387,145.89,
954,23-008106,15-1-08855,-10.575,145.374,
955,23-016382,15-1-08854,-10.643,145.307,
956,23-007927,15-1-08840,-10.732,145.535,
957,23-009345,15-1-08839,-10.774,145.536,
958,23-000435,15-1-08838,-10.789,145.816,2
959,23-006192,15-1-08848,-10.871,145.022,
960,23-005140,15-1-08836,-10.011,145.833,
961,23-004273,15-1-08837,-10.019,145.542,
962,23-005221,15-1-08862,-10.033,145.106,
963,23-016775,15-1-08860,-10.226,145.298,
964,23-012764,15-4-06286,-10.357,145.835,
965,23-014565,15-4-06287,-10.387,145.89,
966,23-008106,15-1-08855,-10.575,145.374,
967,23-016382,15-1-08854,-10.643,145.307,
968,23-007927,15-1-08840,-10.732,145.535,
969,23-009345,15-1-08839,-10.774,145.536,
970,23-000435,15-1-08838,-10.789,145.816,2
971,23-006192,15-1-08848,-10.871,145.022,
972,23-011003,15-1-07939,-10.022,146.99,
973,23-005058,15-4-05836,-10.103,146.614,
974,23-012685,15-1-08835,-10.112,146.04,
975,23-004236,15-1-08832,-10.163,146.373,
976,23-006855,15-1-08833,-10.225,146.318,
977,23-010113,15-1-08823,-10.362,146.739,
978,23-003685,15-1-08822,-10.481,146.849,3
979,23-005638,15-1-08834,-10.604,146.257,
980,23-016785,15-1-08824,-10.618,146.599,
981,23-011003,15-1-07939,-10.022,146.99,
982,23-005058,15-4-05836,-10.103,146.614,
983,23-012685,15-1-08835,-10.112,146.04,
984,23-004236,15-1-08832,-10.163,146.373,
985,23-006855,15-1-08833,-10.225,146.318,
986,23-010113,15-1-08823,-10.362,146.739,
987,23-003685,15-1-08822,-10.481,146.849,3
988,23-005638,15-1-08834,-10.604,146.257,
989,23-016785,15-1-08824,-10.618,146.599,
990,23-011003,15-1-07939,-10.022,146.99,
991,23-005058,15-4-05836,-10.103,146.614,
992,23-012685,15-1-08835,-10.112,146.04,
993,23-004236,15-1-08832,-10.163,146.373,
994,23-006855,15-1-08833,-10.225,146.318,
995,23-010113,15-1-08823,-10.362,146.739,
996,23-003685,15-1-08822,-10.481,146.849,3
997,23-005638,15-1-08834,-10.604,146.257,
998,23-016785,15-1-08824,-10.618,146.599,
999,23-011003,15-1-07939,-10.022,146.99,
1000,23-005058,15-4-05836,-10.103,146.614,
1001,23-012685,15-1-08835,-10.112,146.04,
1002,23-004236,15-1-08832,-10.163,146.373,
1003,23-006855,15-1-08833,-10.225,146.318,
1004,23-010113,15-1-08823,-10.362,146.739,
1005,23-003685,15-1-08822,-10.481,146.849,3
1006,23-005638,15-1-08834,-10.604,146.257,
1007,23-016785,15-1-08824,-10.618,146.599,
1008,23-009109,15-1-08808,-10.013,147.743,
1009,23-002658,15-1-08831,-10.035,147.602,3
1010,23-005504,15-1-08807,-10.054,147.798,
1011,23-012818,15-1-08806,-10.09,147.792,
1012,23-016193,15-1-08813,-10.09,147.622,
1013,23-004956,15-1-08815,-10.154,147.174,
1014,23-006133,15-1-08805,-10.3,147.817,
1015,23-008267,15-1-08812,-10.358,147.483,
1016,23-001682,15-1-08816,-10.411,147.504,1
1017,23-015141,15-1-08818,-10.482,147.157,
1018,23-000578,15-1-08797,-10.618,147.895,1
1019,23-013551,15-1-08821,-10.841,147.017,
1020,23-003885,15-1-08794,-10.933,147.938,4
1021,23-009109,15-1-08808,-10.013,147.743,
1022,23-002658,15-1-08831,-10.035,147.602,3
1023,23-005504,15-1-08807,-10.054,147.798,
1024,23-012818,15-1-08806,-10.09,147.792,
1025,23-016193,15-1-08813,-10.09,147.622,
1026,23-004956,15-1-08815,-10.154,147.174,
1027,23-006133,15-1-08805,-10.3,147.817,
1028,23-008267,15-1-08812,-10.358,147.483,
1029,23-001682,15-1-08816,-10.411,147.504,1
1030,23-015141,15-1-08818,-10.482,147.157,
1031,23-000578,15-1-08797,-10.618,147.895,1
1032,23-013551,15-1-08821,-10.841,147.017,
1033,23-003885,15-1-08794,-10.933,147.938,4
1034,23-009109,15-1-08808,-10.013,147.743,
1035,23-002658,15-1-08831,-10.035,147.602,3
1036,23-005504,15-1-08807,-10.054,147.798,
1037,23-012818,15-1-08806,-10.09,147.792,
1038,23-016193,15-1-08813,-10.09,147.622,
1039,23-004956,15-1-08815,-10.154,147.174,
1040,23-006133,15-1-08805,-10.3,147.817,
1041,23-008267,15-1-08812,-10.358,147.483,
1042,23-001682,15-1-08816,-10.411,147.504,1
1043,23-015141,15-1-08818,-10.482,147.157,
1044,23-000578,15-1-08797,-10.618,147.895,1
1045,23-013551,15-1-08821,-10.841,147.017,
1046,23-003885,15-1-08794,-10.933,147.938,4
1047,23-009109,15-1-08808,-10.013,147.743,
1048,23-002658,15-1-08831,-10.035,147.602,3
1049,23-005504,15-1-08807,-10.054,147.798,
1050,23-012818,15-1-08806,-10.09,147.792,
1051,23-016193,15-1-08813,-10.09,147.622,
1052,23-004956,15-1-08815,-10.154,147.174,
1053,23-006133,15-1-08805,-10.3,147.817,
1054,23-008267,15-1-08812,-10.358,147.483,
1055,23-001682,15-1-08816,-10.411,147.504,1
1056,23-015141,15-1-08818,-10.482,147.157,
1057,23-000578,15-1-08797,-10.618,147.895,1
1058,23-013551,15-1-08821,-10.841,147.017,
1059,23-003885,15-1-08794,-10.933,147.938,4
1060,23-011381,15-1-08770,-10.029,148.932,
1061,23-002312,15-1-08802,-10.081,148.249,4
1062,23-012328,15-1-08801,-10.118,148.334,
1063,23-016495,15-1-08782,-10.15,148.734,
1064,23-015823,15-1-08803,-10.218,148.157,
1065,23-017460,15-1-08800,-10.276,148.358,
1066,23-013540,15-1-08804,-10.289,148.118,
1067,23-013403,15-1-08781,-10.325,148.788,
1068,23-001062,15-1-08788,-10.371,148.554,1
1069,23-002026,15-1-08787,-10.485,148.752,3
1070,23-014585,15-1-08780,-10.563,148.97,
1071,23-004851,15-1-08799,-10.566,148.16,
